Report generated on: 05-03-2026 15:14:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.57-1-MYS-TBPD.A","        Malaysia","","","","","453.39617486338796","453.8904109589041","511.28767123287673","506.013698630137","542","589","622.1506849315068","648.7945205479452","658.6748633879781","609.1095890410959","659.932","705.061","715.689","713.929","725.035","690.837","662.7619344262295","708.1492630136986","750.4620849315069","745.5932273972603","763.4262295081967","726.4438356164384","691.8082191780821","682.7121780821918","688.0075409836065","658.844901369863","638.2602739726027","569.8496712328767","585.5661202185793","575.7728767123288","602.8646575342466","654.2194520547945","666.8445355191257","659.9195926485028"
"INTL.57-1-MDV-TBPD.A","        Maldives","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MLI-TBPD.A","        Mali","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MLT-TBPD.A","        Malta","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MTQ-TBPD.A","        Martinique","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MRT-TBPD.A","        Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","31.213698630136985","15.986301369863014","12.833333333333334","11.245219178082191","8.23223287671233","7.737641095890411","6.577076502732241","6.7504109589041095","6.003005479452055","5.2465753424657535","4.836065573770492","0"
"INTL.57-1-MUS-TBPD.A","        Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MEX-TBPD.A","        Mexico","1936.1994535519125","2313.1835616438357","2748.150684931507","2689.4657534246576","2683.724043715847","2744.849315068493","2434.8273972602738","2548.3698630136987","2511.846994535519","2520.0164383561646","2552.9506849315067","2680.0849315068494","2667.7349726775956","2673.3561643835615","2685.1017397260275","2617.1995479452053","2858.3328524590165","3022.2198630136986","3070.4545068493153","2906.028191780822","3011.96506284153","3127.0363643835617","3177.0989643835615","3370.896095890411","3382.8984071038253","3333.3488328767125","3255.578843835616","3075.7099561643836","2838.988797814208","2645.8432876712327","2621.138904109589","2599.8473479452055","2592.5054644808743","2561.857534246575","2468.5479452054797","2302.4931506849316","2186.874316939891","1980.682191780822"
"none","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-MDA-TBPD.A","        Moldova","--","--","--","--","--","","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MNG-TBPD.A","        Mongolia","","","","","","","","","","","","","","","","","","","","","0.18","0.2","0.38","0.5","0.598","0.54","1.04","2.32","3.208","5.123","5.976","6.983295890410959","9.93450819672131","14.051495890410958","20.288024657534248","23.17655890410959","23.42622950819672","20"
"INTL.57-1-MNE-TBPD.A","        Montenegro","--","--","--","--","--","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MSR-TBPD.A","        Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MAR-TBPD.A","        Morocco","","","","","","3","3","2.0082191780821916","3","1.9917808219178081","1","1","1","1","1","1","1","1","1","0.258","0.279","0.216","0.13","","0.2","0.14","0.2","0.22","0.18","0.16","0.2","0.2","0.14","0.16","0.16","0.16","0.16","0.025"
"INTL.57-1-MOZ-TBPD.A","        Mozambique","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NAM-TBPD.A","        Namibia","--","--","--","--","--","","--","--","--","--","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NRU-TBPD.A","        Nauru","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NPL-TBPD.A","        Nepal","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NLD-TBPD.A","        Netherlands","","","","","58","72","90","84","76","65.98630136986301","68.71506849315068","62.75068493150685","55.243169398907106","51.86027397260274","69.23013698630137","52.88767123287671","42.81450819672131","40.345205479452055","33.29041095890411","30.773972602739725","27.87431693989071","27.01095890410959","43.63835616438356","44.75633698630137","40.79513661202186","28.967076712328765","26.224701369863013","40.18904383561644","33.50819672131148","25.484931506849314","20","22.254794520547946","20.833333333333332","21.986301369863014","29.46849315068493","27.304109589041097","18.08743169398907","13.94071865268731"
"INTL.57-1-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NCL-TBPD.A","        New Caledonia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NZL-TBPD.A","        New Zealand","","","","","18","27.515068493150686","28.76164383561644","28.164383561643834","33.75136612021858","38.0958904109589","39.52876712328767","41.35342465753425","38.177595628415304","40.465753424657535","39.632876712328766","32.68493150684932","43.17213114754098","57.679452054794524","45.728767123287675","41.64383561643836","35.904371584699454","33.16438356164384","30.632876712328766","23.38633698630137","20.234901639344262","18.506942465753426","18.131679452054794","41.67124931506849","60.00003005464481","55.95627123287671","54.83836438356165","46.9097397260274","41.11482786885246","35.43851780821918","39.36437260273973","41.02770136986302","34.63315300546448","13.253791780821917"
"INTL.57-1-NIC-TBPD.A","        Nicaragua","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-NER-TBPD.A","        Niger","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","6.712328767123288","20","20","20","14","13","16"
"INTL.57-1-NGA-TBPD.A","        Nigeria","2054.8333333333335","1433.1972602739727","1294.9808219178083","1241.150684931507","1387.8333333333333","1494.7917808219179","1467.0246575342467","1340.695890410959","1450.0546448087432","1715.9506849315069","1809.6986301369864","1891.7780821917809","1882.3934426229507","1909.5013698630137","1899.9638356164382","1932.017808219178","2145.8934426229507","2281.80602739726","2114.633493150685","1945.9013698630138","2038.795081967213","2082.27397260274","1965.7753424657535","2210.7617452054797","2392.9918032786886","2469.104575342466","2325.5149150684933","2207.0639150684933","2165.4398907103823","2208.311287671233","2408.027397260274","2473.750684931507","2457.1092896174864","2307.317808219178","2347.178082191781","2171.1616438356164","1871.204918032787","1945.8999178082192"
"INTL.57-1-NIU-TBPD.A","        Niue","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PRK-TBPD.A","        North Korea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-MKD-TBPD.A","        North Macedonia","--","--","--","--","--","","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-NOR-TBPD.A","        Norway","485.8333333333333","474.4767123287671","492.4164383561644","614.7945205479452","707.4125683060109","772.6849315068494","841.4246575342465","982.427397260274","1113.0027322404371","1482.7260273972602","1630","1870.9479452054795","2130.2049180327867","2279.8794520547945","2562.192010958904","2756.3791780821916","3081.0645737704917","3124.0404301369863","2994.825895890411","3001.9097315068493","3206.6167240437157","3214.690890410959","3118.574208219178","3029.6809315068494","2946.449169398907","2689.7667616438357","2484.9444657534245","2264.3629424657533","2181.9562841530055","2067.4246575342468","1870.6054794520549","1759.5205479452054","1611.568306010929","1532.6712328767123","1562.1835616438357","1610.2712328767122","1647.9754098360656","1617.529506849315"
"INTL.57-1-OMN-TBPD.A","        Oman","","","","","413","494.35616438356163","555.1095890410959","578.8438356164384","617.1174863387978","635.5342465753424","675.917808219178","709.1917808219179","741.7213114754098","779.1369863013699","811.9121123287671","857.3168","886.9782923497268","902.9715890410959","899.0465753424658","903.4794520547945","955.7021857923497","956.668493150685","897.6712328767123","819.431506849315","781.9273224043716","774.3023287671233","737.6503890410959","710.3554657534247","757.3210601092896","812.5145315068494","864.5878109589041","885.6819123287671","918.5683087431694","939.9223780821918","943.4796410958904","981.1537397260274","1004.2148852459017","970.0397260273973"
"INTL.57-1-PAK-TBPD.A","        Pakistan","","","","","26","35","40","40","44","50.558904109589044","60.09315068493151","64.99178082191781","62.49180327868852","58.99178082191781","57","54","58","56","55","56","57.581","63.522","64.238","61","65","77.98959178082191","80.29098630136987","83.24657534246575","63.66120218579235","62.413698630136984","65","66","71","81","94","90.21369863013699","85.50273224043715","89.63561643835617"
"INTL.57-1-PSE-TBPD.A","        Palestinian Territories","--","--","--","--","--","","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PAN-TBPD.A","        Panama","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PNG-TBPD.A","        Papua New Guinea","","","","","","","","","","","","0.16712328767123288","52.80054644808743","126.23287671232876","133.5041095890411","103.71676712328767","106.35558196721311","80.0054794520548","78.9386301369863","88.4","64","60","48.293150684931504","48.81643835616438","42.15573770491803","53.69041095890411","48.49589041095891","38.463013698630135","41.3551912568306","39.54794520547945","30.794520547945204","29.161643835616438","27.330601092896174","30.435616438356163","49.35342465753425","57.5013698630137","55.99180327868852","50.419594520547946"
"INTL.57-1-PRY-TBPD.A","        Paraguay","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PER-TBPD.A","        Peru","","","","","189","192","181","163.67123287671234","145.327868852459","122.8082191780822","128.8986301369863","115.48219178082192","116.02185792349727","124.69041095890411","126.11048767123287","121.8958904109589","120.06634972677595","118.15342465753425","115.65205479452055","105.94132602739727","99.00650819672131","97.12054794520547","93.00245479452055","95.34963287671233","84.50397540983606","79.18173698630137","80.79533698630136","77.80071780821918","76.57675136612022","71.03245479452055","72.68841095890411","69.5440602739726","66.65480054644809","62.89339726027397","69.30365479452055","58.007797260273975","40.36353005464481","43.562953424657536"
"INTL.57-1-PHL-TBPD.A","        Philippines","","","","","11","8","7","5","6","5","5","3.232876712328767","7.96448087431694","10","5","3","1","0.8","0.8","0.7519972602739726","0.9389617486338798","11.436986301369863","13.727432876712328","15","14","17","16","18","24.551494535519126","35","33","34","30","35","38","24.123287671232877","20","2.919"
"INTL.57-1-POL-TBPD.A","        Poland","","","","","4","4","3","3","3","3","3","3","4","4.7534246575342465","5.706824657534247","5.890238356164383","6.371510928961748","5.802578082191781","6.227334246575342","7.734320547945205","12.961907103825137","15.520608219178083","13.495876712328768","14.515145205479453","16.795054644808744","15.978145205479452","14.920564383561643","13.410964383561645","14.215822404371584","12.413857534246576","12.945295890410959","12.60832602739726","13.699396174863388","19.298805479452056","19.098698630136987","18.63557808219178","20.04097267759563","19.997232876712328"
"INTL.57-1-PRT-TBPD.A","        Portugal","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-PRI-TBPD.A","        Puerto Rico","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-QAT-TBPD.A","        Qatar","471.77868852459017","405.21643835616436","329.8767123287671","294.94520547945206","401.78688524590166","301.47945205479454","307.9890410958904","293.05205479452053","345.9398907103825","380.11506849315066","406.05205479452053","394.74246575342465","403.5382513661202","420.6986301369863","404.5890410958904","449.17808219178085","487.172131147541","623.2739726027397","658.917808219178","631.3698630136986","687.6229508196722","680.5890410958904","643.7808219178082","850.6712328767123","938.379781420765","958.6986301369863","1025.0739726027398","1065.6712328767123","1191.6666666666667","1155.5342465753424","1296.6027397260275","1402.1239726027397","1485.093355191257","1458.7123287671234","1424.041095890411","1356.4246575342465","1354.9453551912568","1308.6712328767123"
"INTL.57-1-REU-TBPD.A","        Reunion","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ROU-TBPD.A","        Romania","","","","","235","221","208","195","193","188.72876712328767","162.94246575342467","139.7013698630137","135.8360655737705","137.17808219178082","137.28144657534247","137.67928493150686","136","134.65928493150685","129.538","128.04916438356165","123.82035245901639","123.71956712328767","120.4936301369863","116.35839178082192","112.08282786885246","106.22142739726027","98.30524109589041","100.19695616438356","95.39681967213114","91.66019178082192","88.13886301369863","86.86399726027398","84.35021584699453","84.99241917808219","83.34738630136987","82.65479452054795","77.90983606557377","72.21244657534247"
"INTL.57-1-RUS-TBPD.A","        Russia","--","--","--","--","--","","--","--","--","--","--","--","7656.756830601093","6753.153424657534","6382.923854794521","6166.004257534247","6008.000991803278","6089.7603616438355","6021.2421917808215","6052.362465753425","6476.829090163935","7010.5122164383565","7676.05397260274","8494.191010958904","9239.165846994536","9490.952775342466","9572.176646575343","9862.364361643835","9356.783606557377","9495.364931506849","9694.114465753424","9773.517808219178","9921.609289617487","10053.843835616439","10107.087671232877","10252.854794520548","10551.497267759563","10605.049315502314"
"INTL.57-1-RWA-TBPD.A","        Rwanda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SHN-TBPD.A","        Saint Helena","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-LCA-TBPD.A","        Saint Lucia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-WSM-TBPD.A","        Samoa","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SAU-TBPD.A","        Saudi Arabia","9900.158469945356","9814.94794520548","6482.991780821918","5085.895890410959","4443.44262295082","3387.821917808219","4870.016438356164","4264.991780821918","5085.950819672131","5064.156164383561","6410.046575342466","8115.153424657534","8216.20218579235","7959.041095890411","7898.5315068493155","7936.506849315068","7907.950819672131","8083.726027397261","8092.054794520548","7519.7945205479455","7997.336065573771","7697.627397260274","7379.739726027397","9067.905479452054","9291.445355191257","9779.91493150685","9642.118356164383","9190.088863013698","9261.250969945355","8250.112446575342","8417.012455226028","9620.28677220685","9996.579962071584","9872.870454331507","9905.320919653424","10335.617762442465","10634.710382513662","10305.424657534246"
"INTL.57-1-SEN-TBPD.A","        Senegal","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SRB-TBPD.A","        Serbia","--","--","--","--","--","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13","13","13","14","18","16.58082191780822","14.997267759562842","16.495890410958904","16.838356164383562","20.328767123287673","20","18"
"INTL.57-1-SYC-TBPD.A","        Seychelles","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SLE-TBPD.A","        Sierra Leone","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SGP-TBPD.A","        Singapore","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SVK-TBPD.A","        Slovakia","--","--","--","--","--","","--","--","--","--","--","--","--","1","1.3507013698630137","1.504068493150685","1.4427185792349726","1.290495890410959","1.1728383561643836","1.3288383561643835","1.1696284153005465","0.9181698630136986","0.8962958904109589","0.8387123287671233","0.7597459016393443","0.6082849315068494","0.550745205479452","0.468586301369863","0.42","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.21588493150684931"
"INTL.57-1-SVN-TBPD.A","        Slovenia","--","--","--","--","--","","--","--","--","--","--","--","","","","","","","","","","","","","0.006","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0"
"INTL.57-1-SLB-TBPD.A","        Solomon Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SOM-TBPD.A","        Somalia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ZAF-TBPD.A","        South Africa","","","","","","","","","","","","","","2.504109589041096","","","","12.592328767123288","18.991780821917807","12","16","12","17.857397260273974","12.930309589041096","35.16058469945355","15.484572602739727","15.922","16.057534246575344","14.581967213114755","4","3.493150684931507","4","3.912568306010929","3.580821917808219","3","3","2","1.8543534246575342"
"INTL.57-1-KOR-TBPD.A","        South Korea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SSD-TBPD.A","        South Sudan","--","--","--","--","--","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22.81160655737705","115.77000273972602","147.76291506849316","152.63880273972603","152.45901639344262","150.12476583882116"
"INTL.57-1-ESP-TBPD.A","        Spain","","","","","47","44","37.827397260273976","33.42739726027397","30.065573770491802","21.24109589041096","16.161643835616438","21.78904109589041","21.74590163934426","17.473972602739725","16.323287671232876","13.241095890410959","10.245901639344263","7.504109589041096","10.64109589041096","5.997260273972603","4.666666666666667","6.931506849315069","6.410958904109589","6.564495890410959","5.183153005464481","3.3864027397260275","2.838345205479452","2.895824657534247","2.6666666666666665","2.336986301369863","2.5726027397260274","2.1671232876712327","3.0027322404371586","7.336986301369863","6.249315068493151","4.652054794520548","2.6666666666666665","2.4026493150684933"
"INTL.57-1-LKA-TBPD.A","        Sri Lanka","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SDN-TBPD.A","        Sudan","","","","","","","","","","","","","","","","","2.308743169398907","5.383561643835616","10","69.83561643835617","176.67540983606557","207.92179726027396","240.78004383561642","265.1232876712329","301.45628415300547","305.47694520547947","345.0624712328767","476.14796438356166","477.80054644808746","483.45205479452056","486.2027397260274","453.26027397260276","92.03648087431695","133.8053397260274","113.70283835616438","108.36933424657535","104.87158469945355","102.34784600117015"
"INTL.57-1-SUR-TBPD.A","        Suriname","","","","","","","","","","4","4","4","4","5","5.586301369863014","7.005479452054795","9","8","9.504109589041096","10","10","10","10","11","11","12","13","14","15.842103825136611","16","16","16","15.833333333333334","15","15","16","16","16"
"INTL.57-1-SWE-TBPD.A","        Sweden","","","","","","","0.16164383561643836","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-CHE-TBPD.A","        Switzerland","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-SYR-TBPD.A","        Syria","","","","","176","173","176.2876712328767","236.61369863013698","272.5409836065574","327.73972602739724","392.17808219178085","462.1506849315069","520.0819672131148","563.7671232876712","579.206","609.164","578.818","569.858","570.218","572.315","544.519","578.407","624.144","601.575","441.981","412.874","386.27","369.094","371.412","365.998","350","318.6027397260274","145.79234972677597","45.326027397260276","22.524931506849317","18.55375890410959","17.201497267759564","18"
"INTL.57-1-TWN-TBPD.A","        Taiwan","","","","","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","0.8823095890410959","0.7885589041095891","0.7658551912568305","0.5581945205479452","0.402","0.306","0.277","0.276","0.245","0.195","0.196","0.196","0.196","0.196","0.196","0.196"
"INTL.57-1-TJK-TBPD.A","        Tajikistan","--","--","--","--","--","","--","--","--","--","--","--","1","1","1","0.797","0.598","0.52","0.5","0.4","0.4","0.326","0.309","0.352","0.352","0.3315123287671233","0.2999369863013699","0.27135616438356164","0.2352431693989071","0.21799452054794521","0.215","0.215","0.21374590163934426","0.206","0.206","0.1816164383561644","0.18","0.316"
"INTL.57-1-TZA-TBPD.A","        Tanzania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-THA-TBPD.A","        Thailand","","","","","23","36","35","33","38","39.6986301369863","41.75342465753425","46.15068493150685","52.08469945355191","53.83013698630137","64.297","60.57","76.389","79.55331506849315","84.41385479452055","89.85059726027397","120.38459289617487","127.81367123287671","142.81730410958903","158.98499452054796","153.7195901639344","183.3768410958904","204.19932328767123","213.40795342465753","228.82826229508197","237.94098356164383","241.80126301369864","224.1279095890411","238.57906284153006","240.76438356164383","232.9753424657534","248.16986301369863","257.5245901639344","239.66849315068492"
"INTL.57-1-BHS-TBPD.A","        The Bahamas","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-TLS-TBPD.A","        Timor-Leste","--","--","--","--","--","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","47.91544535519126","89","107","93","102","98","88","100","108","70","45","45","30","21"
"INTL.57-1-TGO-TBPD.A","        Togo","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-TON-TBPD.A","        Tonga","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-TTO-TBPD.A","        Trinidad and Tobago","","","","","169","176","169","155","151","149.23835616438356","151.06027397260274","144.5041095890411","136.23224043715848","118.65479452054795","132","132","129","123.57534246575342","122.6270301369863","124.97938356164383","119.1068524590164","113.35339726027398","130.6426301369863","134.77077260273973","122.89577595628415","144.42525753424658","143.45042465753426","121.26452054794521","114.7789781420765","109.75621917808219","101.23271780821918","94.92222191780822","84.73482786885246","82.85610410958904","81.2583890410959","78.62970136986301","71.4848306010929","71.82389315068494"
"INTL.57-1-TUN-TBPD.A","        Tunisia","","","","","115","114","111","105","103","104","95","109","114","98","92","89","87","79","81","82","76","70","73","66","70","71","69","96","82.93911202185792","78.37081369863014","74.9306602739726","64.32914246575342","63.2942868852459","60.14794520547945","49.5972602739726","36","38","36.70020547945206"
"INTL.57-1-TUR-TBPD.A","        Turkiye","","","","","","","","","","","","","","","","","","","","","","","","45.28488493150685","43.24044262295082","43.49858630136986","41.60009589041096","41.09872602739726","41.58469945355191","46.205479452054796","48.33698630136986","45.73698630136986","44.756830601092894","46.24383561643835","47.67123287671233","48.50958904109589","49.49726775956284","49.17000273972603"
"INTL.57-1-TKM-TBPD.A","        Turkmenistan","--","--","--","--","--","","--","--","--","--","--","--","85","59.221917808219175","67","70","79.93715846994536","106.49643835616439","136.47671232876712","142.9191589041096","143.68852459016392","159.75616438356164","171.676698630137","200","200","190","166","182","170.2568306010929","176.26301369863015","195.8712314611872","204.7818202739716","223.8779527322398","233","239.210958904109","243.06849315068493","230.77868852459017","241.2968066666666"
"INTL.57-1-TCA-TBPD.A","        Turks and Caicos Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-USIQ-TBPD.A","        U.S. Pacific Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-1-VIR-TBPD.A","        U.S. Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-UGA-TBPD.A","        Uganda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-UKR-TBPD.A","        Ukraine","--","--","--","--","--","","--","--","--","--","--","--","71","65","63","60","59","58","54","52.90251232876712","52.377","52.34","52.5","56.28","59.896","62.98","66.82","66.2","61.46134699453552","57.73772328767123","51.10117534246575","48.28675890410959","45.62865300546448","43.21175068493151","40.492857534246575","35.91191232876712","32.07103825136612","30.429005479452055"
"INTL.57-1-ARE-TBPD.A","        United Arab Emirates","1708.7267759562842","1474.021917808219","1249.986301369863","1148.6301369863013","1205.6639344262296","1193.3972602739725","1330.0328767123287","1540.7260273972602","1565.068306010929","1860.1397260273973","2116.7287671232875","2385.9205479452053","2288.1147540983607","2165.8246575342464","2535.3774465753427","2486.155791780822","2501.6018387978143","2549.1651287671234","2545.503561643836","2297.4219178082194","2238.035519125683","2159.805479452055","1988.7534246575342","2490.794520547945","2592.94262295082","2723.3835616438355","2880.027397260274","2777.1917808219177","2820.7650273224044","2560","2570","2849.178082191781","2993.6065573770493","2938","3010.1917808219177","3149.4520547945203","3242.6502732240438","3174.178082191781"
"INTL.57-1-GBR-TBPD.A","        United Kingdom","1621.967213114754","1811.1342465753426","2065.0219178082193","2291.2602739726026","2479.6994535519125","2529.6575342465753","2539.1013698630136","2405.923287671233","2232.0491803278687","1801.9561643835616","1820","1797.0191780821917","1842.8551912568305","1943.986301369863","2495.5114438356163","2558.346890410959","2554.5659508196723","2526.9004191780823","2613.5881643835614","2702.157424657534","2479.9347950819674","2291.8013397260274","2274.460769863014","2076.0007616438356","1853.8930464480875","1652.1095479452056","1492.8198821917808","1500.515884931507","1391.371494535519","1327.787093150685","1233.1869397260275","1026.4301369863015","888.0918114754098","801.2909616438357","787.2186","893.2601452054795","933.022543715847","913.3789028447009"
"INTL.57-1-USA-TBPD.A","        United States","8596.590163934427","8571.580821917809","8648.372602739726","8687.602739726028","8878.950702185792","8971.558904109588","8680.101369863014","8348.972602739726","8139.81693989071","7613.013698630137","7355.323287671233","7416.602739726028","7171.124524590164","6846.664917808219","6661.579071232877","6559.639504109589","6464.526363387979","6451.592235616438","6251.833969863013","5881.456583561644","5821.601094808743","5801.402737589041","5744.076712328765","5649.238356164384","5440.915300546448","5183.712328767123","5085.86578630137","5073.898375342465","4999.66925409836","5356.695871232877","5484.400063013699","5667.227446575343","6520.5874016393445","7494.117715068493","8789.39177260274","9446.493221917808","8851.519051912568","9371.356104109589"
"INTL.57-1-URY-TBPD.A","        Uruguay","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
