Report generated on: 05-03-2026 15:14:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.58-1-TGO-TBPD.A","        Togo","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-TON-TBPD.A","        Tonga","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-TTO-TBPD.A","        Trinidad and Tobago","","","","","","","","","","","","4.698630136986301","9.166666666666666","5.912328767123288","10","10","12","11","11","16","18.940595628415302","20.64367397260274","23.290076712328766","28.684545205479452","29.051601092896174","26.23652876712329","33.74390684931507","32.701071232876714","38.10744262295082","43.55883835616439","47.18528219178082","44.98002739726027","35.2174262295082","34.44597260273973","32.85367671232877","30.116668493150684","25.174464480874317","26.86641369863014"
"INTL.58-1-TUN-TBPD.A","        Tunisia","","","","","","","","1.5068493150684932","2","4","4","4","4","4","2","3","2","2","4","2","2","3.25","3","2","2","2","2","2","3","3","4","3","3","4","4","4","4","6"
"INTL.58-1-TUR-TBPD.A","        Turkiye","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-TKM-TBPD.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","13","21","6.5","6.5","8.5","10.5","14.5","14.5","14.5","16.9","17.5","19","19","20","20","22","18.30273224043716","20.705205479452054","17.88931561643836","19.06027561643835","20.93105765027323","20.63461187214612","21.11269520547945","32","32","25.97"
"INTL.58-1-TCA-TBPD.A","        Turks and Caicos Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-USIQ-TBPD.A","        U.S. Pacific Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-VIR-TBPD.A","        U.S. Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-UGA-TBPD.A","        Uganda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-UKR-TBPD.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","21","20","29","30","31","34","33","31","29.182","29.783","30.359","30.332","34.625","33.595","32.361","31.511","30.520964480874316","29.00038082191781","26.43596712328767","24.888876712328766","29.04901912568306","25.309991780821917","19.53217808219178","17.771101369863015","18.169398907103826","18.399038356164382"
"INTL.58-1-ARE-TBPD.A","        United Arab Emirates","","","","","236.87158469945356","273.4931506849315","276","276","283.6256830601093","302","273.6849315068493","288","296.11475409836066","292.8383561643836","384.8143808219178","394.0489315068493","438.14317213114754","459.23805205479454","450.5260273972603","445.23561643835615","384.3333333333333","415.027397260274","416.9178082191781","259","247","271","265","275","216","226","234","355","395","491","521","511","510","533.6999999999999"
"INTL.58-1-GBR-TBPD.A","        United Kingdom","","","","","150","164","185","181.18356164383562","159.26502732240436","139.67123287671234","115.21095890410959","141.45479452054795","159.85792349726776","194.64657534246575","209.74659452054794","233.25494246575343","219.50460655737706","221.04028219178082","226.89193150684932","227.1850520547945","214.49596721311477","201.2534109589041","207.92932328767122","203.13822739726027","194.1984043715847","193.05187671232878","178.38444657534248","158.82297808219178","137.3421229508197","118.82077808219178","105.05598630136986","72.15342465753425","52.319890710382516","46.86902191780822","53.27085753424657","51.66334794520548","69.10382513661202","93.36868662005686"
"INTL.58-1-USA-TBPD.A","        United States","1573.1803278688524","1590.4905753424657","1539.4738904109588","1547.1211506849315","1626.0987158469945","1595.083506849315","1546.3044383561644","1590.9958356164384","1620.9915300546447","1545.5232876712328","1558.8191780821917","1659.3643835616438","1697.2896174863388","1735.5424657534247","1726.6191780821919","1762.2520547945205","1830.0846994535518","1817.1342465753426","1759.2904109589042","1849.5479452054794","1911.0546448087432","1868.3753424657534","1880.1698630136987","1719.150684931507","1809.1065573770493","1716.9940575342466","1738.7776520547945","1782.996890410959","1783.66618852459","1909.9287616438355","2074.0246630136985","2216.068602739726","2407.9398360655737","2605.6357808219177","3014.5151424657533","3342.325975342466","3509.1722267759565","3782.7452273972604"
"INTL.58-1-URY-TBPD.A","        Uruguay","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-UZB-TBPD.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","38","32.013698630136986","30","63","69","73","89","96.01643835616439","91.895","88.417","90.172","","60","56.37424657534247","48.14013698630137","47","46","26.936630136986302","0","0","0","0","10","14","14","0"
"INTL.58-1-VUT-TBPD.A","        Vanuatu","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-VEN-TBPD.A","        Venezuela","","","","","139","182","239","259","286","268","151","154","144","145","173.35616438356163","195","212.50273224043715","218","214","220","220","224.6821917808219","215.81643835616438","144","166","163","177","178","175","175","175","175","175","175","175","79.47397260273972","67.48633879781421","60.04931506849316"
"INTL.58-1-VNM-TBPD.A","        Vietnam","","","","","","","","","","","","","","","","","","","","8","8.716","11.964","14.948","14","15","13","13","10","10","10","9","9","9","10","8","31","30","9.000000000000002"
"INTL.58-1-WAK-TBPD.A","        Wake Island","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-ESH-TBPD.A","        Western Sahara","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-YEM-TBPD.A","        Yemen","","","","","","","","","","","","","3.087431693989071","7","9","9","10","12","12","11","13","14","19.084931506849315","20","21","21","21","22","20","21","22","22","19.57650273224044","20","20","3.6136986301369864","0","0"
"INTL.58-1-ZMB-TBPD.A","        Zambia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-ZWE-TBPD.A","        Zimbabwe","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","other liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.59-1-WORL-TBPD.A","    World","89","105","157","231","242","288.6","280.8","323.9","303","320.2","341.1","371.22","457.5","702.9177095890411","837.4663150684931","937.7038684931507","969.2489672131147","1019.3939506849315","1052.1351479452055","1091.4198575342466","1118.1954402459016","1167.6706600273972","1307.5069698630136","1361.297605479452","1630.586830601093","1622.701","1832.7939808219178","2014.881312328767","1973.4906857923497","2121.893969863014","2681.4154547945204","2854.965860273973","3016.7327896174866","3282.818402739726","3481.3388794520547","3489.586030136986","3580.0868062725135","3645.644455713862"
"INTL.59-1-AFG-TBPD.A","        Afghanistan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ALB-TBPD.A","        Albania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-DZA-TBPD.A","        Algeria","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ASM-TBPD.A","        American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-AGO-TBPD.A","        Angola","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ATA-TBPD.A","        Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ATG-TBPD.A","        Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ARG-TBPD.A","        Argentina","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.7","3.9","13.890989071038252","23.46711506849315","37.59160273972603","50.949323287671234","53.362128415300546","49.3420191780822","65.18372602739726","53.157356164383565","71.18412568306012","80.21322234041901"
"INTL.59-1-ARM-TBPD.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ABW-TBPD.A","        Aruba","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-AUS-TBPD.A","        Australia","","","","","","","","","","","","","","","","","","","","","1","1","1.5041095890410958","","3","0.6","1","2.1","3.4","5.2","6","7","8","7","7","6.548","4.964","4.653"
"INTL.59-1-AUT-TBPD.A","        Austria","","","","","","0.07671232876712329","","","","","0.0821917808219178","","","","0.08221369863013699","","","","","","","","","","1.1","1.6","2.4","2.5013698630136987","2.6639344262295084","3.1671232876712327","11.145","10.526","11.53","6.382","8.932","10.444","10.548","9.25"
"INTL.59-1-AZE-TBPD.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BHR-TBPD.A","        Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BGD-TBPD.A","        Bangladesh","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BRB-TBPD.A","        Barbados","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0"
"INTL.59-1-BLR-TBPD.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0.2","0.5","0.76","0.62","0.66","0.52","0.56","0.379","0.355","0.279"
"INTL.59-1-BEL-TBPD.A","        Belgium","","","","","","","","","","","","","","","","","","","","","","","","","0","0.02","0.49","0","0","0","10.34","11.452","10.873","10.956","14.563","9.633","9.47","11.37"
"INTL.59-1-BLZ-TBPD.A","        Belize","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BEN-TBPD.A","        Benin","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BMU-TBPD.A","        Bermuda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BTN-TBPD.A","        Bhutan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BOL-TBPD.A","        Bolivia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0.754","1.07","1.5","2.031","2.188","2.1"
"INTL.59-1-BIH-TBPD.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BWA-TBPD.A","        Botswana","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BRA-TBPD.A","        Brazil","","","","","","","","","","","","","","","","","","","","","","3.471","3.356","3.013","3.471","2.949","3.225","3.072","482.9101229508197","476.92296712328766","522.7882821917808","439.78612602739724","450.43029508196724","527.2983452054794","550.9018383561644","586.9841369863013","558.1066120218579","566.6453855099089"
"INTL.59-1-VGB-TBPD.A","        British Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BRN-TBPD.A","        Brunei","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BGR-TBPD.A","        Bulgaria","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.1","0.2","0.2","0.4","0.37","0.32","0.62","1.166","0.5031917808219178","1.372","1.676","3.455"
"INTL.59-1-BFA-TBPD.A","        Burkina Faso","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-MMR-TBPD.A","        Burma","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BDI-TBPD.A","        Burundi","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CPV-TBPD.A","        Cabo Verde","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-KHM-TBPD.A","        Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.6","0","0","0","0","0","0","0","0"
"INTL.59-1-CMR-TBPD.A","        Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CAN-TBPD.A","        Canada","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7","3.7","3.9","4","4","4","4.4","6.8884","10.5909","16.7","22.1","26.4","32.7","35","36.75342465753425","42.76986301369863","50","50","37"
"INTL.59-1-CYM-TBPD.A","        Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CAF-TBPD.A","        Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-TCD-TBPD.A","        Chad","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CHL-TBPD.A","        Chile","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CHN-TBPD.A","        China","","","","","","","","","","","","","","","","","","","","","","","","","65.3","82","117","155","184","202.23287671232876","269","346","400","440","524","555","580.0491803278688","630.1369863013699"
"INTL.59-1-COL-TBPD.A","        Colombia","","","","","","","","","","","","","","","","","","","","","","","","","0","0.8254767123287671","4.6","4.53205205479452","5.556475409836065","10.992920547945205","11.881268493150685","14.879558904109588","15.354071038251366","15.684695890410959","15.883827397260275","17.904","16.612","16.164"
"INTL.59-1-COM-TBPD.A","        Comoros","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-COG-TBPD.A","        Congo-Brazzaville","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-COD-TBPD.A","        Congo-Kinshasa","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-COK-TBPD.A","        Cook Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-CRI-TBPD.A","        Costa Rica","","","","","","","","","","","","","","","","","","","","","","","","","1.34","2.06","2.11","2.9","2.4","1.2","0","0","1.259","1.324","1.331","1.479","1.571","0"
"INTL.59-1-CIV-TBPD.A","        Cote d'Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-HRV-TBPD.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0.1","0.1","0.1","0.27","0.15","0.77","0.66","0.7","0.314","0.02","0.005"
"INTL.59-1-CUB-TBPD.A","        Cuba","","","","","","","","","","","","","","","","","","","","","","","","","1","0.8","0.5","0.4","0.3","0.3","5.251","5.148","5.302","4.988","4.943","2.24","1.809","0.5"
"INTL.59-1-CYP-TBPD.A","        Cyprus","","","","","","","","","","","","","","","","","","","","","","","","","0","0.02","0.02","0.02","0.2","0.2","0.11","0.13","0.13","0.04","0.03","0","0.01","0"
"INTL.59-1-CZE-TBPD.A","        Czechia","--","--","--","--","--","--","--","--","--","--","--","--","--","","2.7505150684931507","2.5780849315068495","1.923360655737705","5.819112328767123","5.216558904109589","4.3042493150684935","4.029978142076502","3.5178383561643836","3.0110575342465755","","5.245901639344262","5.347945205479452","1.2113616438356165","2.1996712328767125","2.4972677595628414","2.252054794520548","7.989","9.343","9.635","7.753","10.522","9.069","8.473","5.143191780821918"
"INTL.59-1-DNK-TBPD.A","        Denmark","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.4","1.4","1.4","1.8","1.7","1.626","1.701","1.584","2.205","2.272","3.272","0.17","5.552153424657535"
"INTL.59-1-DJI-TBPD.A","        Djibouti","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-DMA-TBPD.A","        Dominica","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-DOM-TBPD.A","        Dominican Republic","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ECU-TBPD.A","        Ecuador","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.3","0","0","0.2","0.1","0.1","0.875","1.058","0.45","0.591","0.803"
"INTL.59-1-EGY-TBPD.A","        Egypt","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.862","0.948","0.862","0.775","0.172","0","0","0"
"INTL.59-1-SLV-TBPD.A","        El Salvador","","","","","","","","","","","","","","","","","","","","","","","","","0.35","1.54","5.78","4.74","4.555","2.15","0","0.003","0.003","0.003","0.003","0","0","0"
"INTL.59-1-GNQ-TBPD.A","        Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ERI-TBPD.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-EST-TBPD.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","5.256830601092896","5.090410958904109","5.75352602739726","5.983583561643836","6.713133879781421","7.1536109589041095","4.276709589041096","3.0110082191780823","4.685806010928962","5.0246657534246575","5.542539726027397","6.098701369863013","6.502748633879781","4.794539726027398","8.361690410958904","8.150835616438355","7.6","9","10","11","11","13","13","16","14","18.391846575342466"
"INTL.59-1-SWZ-TBPD.A","        Eswatini","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.431","0.551","0.827","0.827","0.775","0.81","0.775","0"
"INTL.59-1-ETH-TBPD.A","        Ethiopia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.167","0.211","0.296","0.354","0"
"INTL.59-1-FLK-TBPD.A","        Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-FRO-TBPD.A","        Faroe Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-FJI-TBPD.A","        Fiji","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-FIN-TBPD.A","        Finland","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.22","0.4","0","0","0","6.792","4.696","6.021","7.485","8.33","9.991","2.065","8.302"
"INTL.59-1-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.59-1-SCG-TBPD.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.59-1-SUN-TBPD.A","        Former U.S.S.R.","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.59-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.59-1-FRA-TBPD.A","        France","","","","","","","","","","","","","","","","","2.751344262295082","2.5342164383561645","2.737043835616438","4.191753424657534","7.9292295081967215","5.375624657534247","5.046728767123287","1.8164849315068494","3.085622950819672","11.065753424657535","8.12746301369863","2.493408219178082","5","7","68.811","65.585","69.445","73.319","76.333","77.776","64.154356164","66.248115192"
"INTL.59-1-GUF-TBPD.A","        French Guiana","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-PYF-TBPD.A","        French Polynesia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GAB-TBPD.A","        Gabon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GMB-TBPD.A","        Gambia, The","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GEO-TBPD.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-DEU-TBPD.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","21.172602739726027","19.24590163934426","19.654794520547945","18.60277808219178","18.775287671232878","17.390852459016394","18.312534246575343","17.81927671232877","21.16992602739726","23.737751366120218","20.761761643835616","22.054972602739728","7.926008219178082","15.987185792349727","9.51589589041096","24.128421917808218","12.545843835616438","29.081967213114755","36.33150684931507","101.51","106.362","100.951","98.025","97.189","89.366","76.653205479","71.675705"
"INTL.59-1-DDR-TBPD.A","        Germany, East","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.59-1-DEUW-TBPD.A","        Germany, West","","","","","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.59-1-GHA-TBPD.A","        Ghana","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GIB-TBPD.A","        Gibraltar","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GRC-TBPD.A","        Greece","","","","","","","","0.08493150684931507","","","","","","","","","","","","","","","","","0","0.06","0.9","0","0","0","2.25","2.19","2.77","3.09","3.17","2.629","2.99","3.68"
"INTL.59-1-GRL-TBPD.A","        Greenland","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GRD-TBPD.A","        Grenada","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GUM-TBPD.A","        Guam","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GTM-TBPD.A","        Guatemala","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1.3","2.9","2.9","3.01","3.01","4.01","4","4","4","2.689","3.038","0"
"INTL.59-1-GIN-TBPD.A","        Guinea","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-GUY-TBPD.A","        Guyana","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-HTI-TBPD.A","        Haiti","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.59-1-HND-TBPD.A","        Honduras","","","","","","","","","","","","","","","","","","","","","","","","","0","0.001","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0","0","0"
"INTL.59-1-HKG-TBPD.A","        Hong Kong","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.08","0.58","0.1","0.3","2.1","0.071","0.071","0.096"
"INTL.59-1-HUN-TBPD.A","        Hungary","","","","","","","","","","","","","","","","6.271293150684931","18.111956284153006","15.482331506849315","7.939709589041096","7.342561643835617","5.96448087431694","4.660284931506849","7.504117808219178","0.3261150684931507","0.3825327868852459","1.0299643835616439","2.174427397260274","1.4477780821917807","5.5710382513661205","3.745205479452055","6.69","5.588","8.957","10.632","7.517","10.352","12.18","12.914"
"INTL.59-1-ISL-TBPD.A","        Iceland","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-IND-TBPD.A","        India","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.9","4.5","4.7","5.2","3.016","2.413","8.048","7.238","8.651","8.272","14.131","22","15"
"INTL.59-1-IDN-TBPD.A","        Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","0","0.2","1.125","4.67","10.847","5.716","12.752","31.018","37.911","48.251","60.313","20.679","60.313","48.3"
"INTL.59-1-IRN-TBPD.A","        Iran","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.379","0.414","0.448","0.482","0.517","0.551","0.517","0"
"INTL.59-1-IRQ-TBPD.A","        Iraq","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-IRL-TBPD.A","        Ireland","","","","","","","","","","","","","","","","","","","","","","","","","0","0.02","0.04","0","0","0","1.452","0.582","0.642","0.536","0.576","0.493","0.531","0.6"
"INTL.59-1-ISR-TBPD.A","        Israel","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-ITA-TBPD.A","        Italy","","","","","2","2","1.83013698630137","1","1","1","1","","1.4316939890710383","2.9095890410958902","2.1672027397260276","2.7451753424657532","2.8798005464480876","1.9122794520547945","2.4932109589041094","2.6767205479452056","3.0109754098360657","","0.44654794520547947","","4.941158469945355","6.045723287671233","7.831002739726028","12.419520547945206","20.510928961748633","19.495890410958904","29.277","17.016","13.662","42.248","34.044","44.923","40.305","19.206961643835616"
"INTL.59-1-JAM-TBPD.A","        Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","1.97","2.2","5.2","4.852","6.423","6.9","2","3","3","3","3","0","1.628","0"
